Time,DMM_Meas1,PS_Vset1,PS_Vmeas1,PS_Imeas1,PS_Iset1,PS_Vset2,PS_Vmeas2,PS_Imeas2,PS_Iset2,I_A,V_board
2026-08-25 18:56:38,0.0178601,3.82,3.842,0.011999999999999997,,,,,,0.011162562499999999,3.8241399
2026-08-25 18:56:38,0.0178601,3.82,3.842,0.011999999999999997,,,,,,0.011162562499999999,3.8241399
2026-08-25 18:56:39,0.0178601,3.82,3.842,0.011999999999999997,,,,,,0.011162562499999999,3.8241399
2026-08-25 18:56:39,0.01786514,3.82,3.842,0.011999999999999997,,,,,,0.011165712500000001,3.82413486
2026-08-25 18:56:39,0.01786514,3.82,3.842,0.011999999999999997,,,,,,0.011165712500000001,3.82413486
2026-08-25 18:56:39,0.01786514,3.82,3.842,0.011999999999999997,,,,,,0.011165712500000001,3.82413486
2026-08-25 18:56:39,0.01786514,3.82,3.842,0.011999999999999997,,,,,,0.011165712500000001,3.82413486
2026-08-25 18:56:40,0.01786514,3.82,3.842,0.011999999999999997,,,,,,0.011165712500000001,3.82413486
2026-08-25 18:56:40,0.01787171,3.82,0.0,0.0,,,,,,0.01116981875,-0.01787171
2026-08-25 18:56:40,0.01787171,3.82,0.0,0.0,,,,,,0.01116981875,-0.01787171
2026-08-25 18:56:40,0.01787171,3.82,0.0,0.0,,,,,,0.01116981875,-0.01787171
2026-08-25 18:56:40,0.01787171,3.82,0.0,0.0,,,,,,0.01116981875,-0.01787171
2026-08-25 18:56:41,0.01787171,3.82,0.0,0.0,,,,,,0.01116981875,-0.01787171
2026-08-25 18:56:41,0.0004733804,3.82,0.0,0.0,,,,,,0.00029586274999999997,-0.0004733804
2026-08-25 18:56:41,0.0004733804,3.82,0.0,0.0,,,,,,0.00029586274999999997,-0.0004733804
2026-08-25 18:56:41,0.0004733804,3.82,0.0,0.0,,,,,,0.00029586274999999997,-0.0004733804
2026-08-25 18:56:41,0.0004733804,3.82,0.0,0.0,,,,,,0.00029586274999999997,-0.0004733804
2026-08-25 18:56:42,0.0004733804,3.82,0.0,0.0,,,,,,0.00029586274999999997,-0.0004733804
2026-08-25 18:56:42,-4.993491e-06,3.82,0.0,0.0,,,,,,-3.1209318749999997e-06,4.993491e-06
2026-08-25 18:56:42,-4.993491e-06,3.82,0.0,0.0,,,,,,-3.1209318749999997e-06,4.993491e-06
2026-08-25 18:56:42,-4.993491e-06,3.82,0.0,0.0,,,,,,-3.1209318749999997e-06,4.993491e-06
2026-08-25 18:56:42,-4.993491e-06,3.82,0.0,0.0,,,,,,-3.1209318749999997e-06,4.993491e-06
2026-08-25 18:56:43,-4.993491e-06,3.82,0.0,0.0,,,,,,-3.1209318749999997e-06,4.993491e-06
2026-08-25 18:56:43,-6.043218e-06,3.82,0.0,0.0,,,,,,-3.77701125e-06,6.043218e-06
2026-08-25 18:56:43,-6.043218e-06,3.82,0.0,0.0,,,,,,-3.77701125e-06,6.043218e-06
2026-08-25 18:56:43,-6.043218e-06,3.82,0.0,0.0,,,,,,-3.77701125e-06,6.043218e-06
2026-08-25 18:56:43,-6.043218e-06,3.82,0.0,0.0,,,,,,-3.77701125e-06,6.043218e-06
2026-08-25 18:56:44,-6.043218e-06,3.82,0.0,0.0,,,,,,-3.77701125e-06,6.043218e-06
2026-08-25 18:56:44,-5.758322e-06,3.82,0.0,0.0,,,,,,-3.5989512499999997e-06,5.758322e-06
2026-08-25 18:56:44,-5.758322e-06,3.82,0.0,0.0,,,,,,-3.5989512499999997e-06,5.758322e-06
2026-08-25 18:56:44,-5.758322e-06,3.82,0.0,0.0,,,,,,-3.5989512499999997e-06,5.758322e-06
2026-08-25 18:56:44,-5.758322e-06,3.82,0.0,0.0,,,,,,-3.5989512499999997e-06,5.758322e-06
2026-08-25 18:56:45,-5.758322e-06,3.82,0.0,0.0,,,,,,-3.5989512499999997e-06,5.758322e-06
2026-08-25 18:56:45,-4.822136e-06,3.82,0.0,0.0,,,,,,-3.0138349999999997e-06,4.822136e-06
2026-08-25 18:56:45,-4.822136e-06,3.82,0.0,0.0,,,,,,-3.0138349999999997e-06,4.822136e-06
2026-08-25 18:56:45,-4.822136e-06,3.82,0.0,0.0,,,,,,-3.0138349999999997e-06,4.822136e-06
2026-08-25 18:56:45,-4.822136e-06,3.82,0.0,0.0,,,,,,-3.0138349999999997e-06,4.822136e-06
2026-08-25 18:56:46,-4.822136e-06,3.82,0.0,0.0,,,,,,-3.0138349999999997e-06,4.822136e-06
2026-08-25 18:56:46,-4.457274e-06,3.82,0.0,0.0,,,,,,-2.78579625e-06,4.457274e-06
2026-08-25 18:56:46,-4.457274e-06,3.82,0.0,0.0,,,,,,-2.78579625e-06,4.457274e-06
2026-08-25 18:56:46,-4.457274e-06,3.82,0.0,0.0,,,,,,-2.78579625e-06,4.457274e-06
2026-08-25 18:56:46,-4.457274e-06,3.82,0.0,0.0,,,,,,-2.78579625e-06,4.457274e-06
2026-08-25 18:56:47,-4.448079e-06,3.82,0.0,0.0,,,,,,-2.7800493749999997e-06,4.448079e-06
2026-08-25 18:56:47,-4.448079e-06,3.82,0.0,0.0,,,,,,-2.7800493749999997e-06,4.448079e-06
2026-08-25 18:56:47,-4.448079e-06,3.82,0.0,0.0,,,,,,-2.7800493749999997e-06,4.448079e-06
2026-08-25 18:56:47,-4.448079e-06,3.82,0.0,0.0,,,,,,-2.7800493749999997e-06,4.448079e-06
2026-08-25 18:56:47,-4.448079e-06,3.82,0.0,0.0,,,,,,-2.7800493749999997e-06,4.448079e-06
2026-08-25 18:56:48,-4.448079e-06,3.82,0.0,0.0,,,,,,-2.7800493749999997e-06,4.448079e-06
2026-08-25 18:56:48,-4.239108e-06,3.82,0.0,0.0,,,,,,-2.6494425e-06,4.239108e-06
2026-08-25 18:56:48,-4.239108e-06,3.82,0.0,0.0,,,,,,-2.6494425e-06,4.239108e-06
2026-08-25 18:56:48,-4.239108e-06,3.82,0.0,0.0,,,,,,-2.6494425e-06,4.239108e-06
2026-08-25 18:56:48,-4.239108e-06,3.82,0.0,0.0,,,,,,-2.6494425e-06,4.239108e-06
2026-08-25 18:56:49,-4.239108e-06,3.82,0.0,0.0,,,,,,-2.6494425e-06,4.239108e-06
2026-08-25 18:56:49,-4.794969e-06,3.82,0.0,0.0,,,,,,-2.996855625e-06,4.794969e-06
2026-08-25 18:56:49,-4.794969e-06,3.82,0.0,0.0,,,,,,-2.996855625e-06,4.794969e-06
2026-08-25 18:56:49,-4.794969e-06,3.82,0.0,0.0,,,,,,-2.996855625e-06,4.794969e-06
2026-08-25 18:56:49,-4.794969e-06,3.82,0.0,0.0,,,,,,-2.996855625e-06,4.794969e-06
2026-08-25 18:56:50,-4.278813e-06,3.82,0.0,0.0,,,,,,-2.674258125e-06,4.278813e-06
2026-08-25 18:56:50,-4.278813e-06,3.82,0.0,0.0,,,,,,-2.674258125e-06,4.278813e-06
2026-08-25 18:56:50,-4.278813e-06,3.82,1.563,0.0,,,,,,-2.674258125e-06,1.5630042788129999
2026-08-25 18:56:50,-4.278813e-06,3.82,3.842,0.0,,,,,,-2.674258125e-06,3.842004278813
2026-08-25 18:56:50,-4.278813e-06,3.82,3.842,0.008000000000000007,,,,,,-2.674258125e-06,3.842004278813
2026-08-25 18:56:51,-4.278813e-06,3.82,3.842,0.008000000000000007,,,,,,-2.674258125e-06,3.842004278813
2026-08-25 18:56:51,0.0002270478,3.82,3.842,0.0030000000000000027,,,,,,0.000141904875,3.8417729522
2026-08-25 18:56:51,0.0002270478,3.82,3.842,0.0030000000000000027,,,,,,0.000141904875,3.8417729522
2026-08-25 18:56:51,0.0002270478,3.82,3.842,0.0030000000000000027,,,,,,0.000141904875,3.8417729522
2026-08-25 18:56:51,0.0002270478,3.82,3.842,0.0040000000000000036,,,,,,0.000141904875,3.8417729522
2026-08-25 18:56:52,0.0002270478,3.82,3.842,0.0040000000000000036,,,,,,0.000141904875,3.8417729522
2026-08-25 18:56:52,0.005916065,3.82,3.842,0.0020000000000000018,,,,,,0.0036975406249999997,3.836083935
2026-08-25 18:56:52,0.005916065,3.82,3.842,0.0020000000000000018,,,,,,0.0036975406249999997,3.836083935
2026-08-25 18:56:52,0.005916065,3.82,3.842,0.0010000000000000009,,,,,,0.0036975406249999997,3.836083935
2026-08-25 18:56:52,0.005916065,3.82,3.842,0.0010000000000000009,,,,,,0.0036975406249999997,3.836083935
2026-08-25 18:56:53,0.003736804,3.82,3.842,0.0010000000000000009,,,,,,0.0023355025,3.838263196
2026-08-25 18:56:53,0.003736804,3.82,3.842,0.0010000000000000009,,,,,,0.0023355025,3.838263196
2026-08-25 18:56:53,0.003736804,3.82,3.842,0.0010000000000000009,,,,,,0.0023355025,3.838263196
2026-08-25 18:56:53,0.003736804,3.82,3.842,0.0010000000000000009,,,,,,0.0023355025,3.838263196
2026-08-25 18:56:53,0.003736804,3.82,3.842,0.0010000000000000009,,,,,,0.0023355025,3.838263196
2026-08-25 18:56:54,0.003736804,3.82,3.842,0.0020000000000000018,,,,,,0.0023355025,3.838263196
2026-08-25 18:56:54,0.002343667,3.82,3.842,0.0020000000000000018,,,,,,0.0014647918749999998,3.839656333
2026-08-25 18:56:54,0.002343667,3.82,3.842,0.0020000000000000018,,,,,,0.0014647918749999998,3.839656333
2026-08-25 18:56:54,0.002343667,3.82,3.842,0.0020000000000000018,,,,,,0.0014647918749999998,3.839656333
2026-08-25 18:56:54,0.002343667,3.82,3.842,0.0020000000000000018,,,,,,0.0014647918749999998,3.839656333
2026-08-25 18:56:55,0.002343667,3.82,3.842,0.0020000000000000018,,,,,,0.0014647918749999998,3.839656333
